COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Ib.1	p_Ia.3.III	p_Ia.4.RS39	p_Ia.3.IV	p_Ia.4.1483	p_Ia.4.II	p_Ia.3.II	p_Ia.3.VI	p_Ia.3.V	p_Ia.3.I	p_Ia.1.I	N_Ib.1	N_Ia.3.III	N_Ia.4.RS39	N_Ia.3.IV	N_Ia.4.1483	N_Ia.4.II	N_Ia.3.II	N_Ia.3.VI	N_Ia.3.V	N_Ia.3.I	N_Ia.1.I
Putative NADH-flavin reductase (YwnB) (PDB:3EW7)	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG2910	GC_00007148	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
Tetratricopeptide (TPR) repeat (TPR) (PDB:3AS4)!!!ADP-heptose:LPS heptosyltransferase (RfaF) (PDB:1PSW)!!!Flp pilus assembly protein TadD, contains TPR repeats (TadD) (PDB:3WXX)	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG0457!!!COG0859!!!COG5010	GC_00005808	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
DNA-binding transcriptional regulator, ArsR family (ArsR) (PDB:3F6V)	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG0640	GC_00006358, GC_00007452	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
DNA-cytosine methylase (Dcm) (PDB:3LX6)!!!DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4)	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG0270!!!COG0789	GC_00006346	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
Imidazolonepropionase or related amidohydrolase (HutI) (PDB:3OOQ)	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG1228	GC_00007934	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)!!!Glycosyltransferase, GT2 family (WcaE) (PDB:2Z86)!!!Precorrin-6B methylase 2 (CobL) (PDB:1F38)	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG0438!!!COG1216!!!COG2242	GC_00007771	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
Superfamily II DNA or RNA helicase (SSL2) (PDB:6JDE)!!!HKD family nuclease	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG1061!!!COG3886	GC_00007286	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
Uncharacterized conserved protein, contains CHAT domain (PUBMED:11835511)!!!Flp pilus assembly protein TadD, contains TPR repeats (TadD) (PDB:3WXX)	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG4995!!!COG5010	GC_00007035	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
Adenine specific DNA methylase Mod (Mod) (PDB:4ZCF)	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG2189	GC_00007616	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
ppGpp synthetase catalytic domain (RelA/SpoT-type nucleotidyltranferase) (YjbM) (PDB:5F2V)	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG2357	GC_00006876	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
ATP-dependent helicase YprA,  contains C-terminal metal-binding DUF1998 domain (YprA)	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG1205	GC_00006280	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
DNA primase, phage- or plasmid-associated!!!Primase-polymerase (Primpol) domain protein (PDB:6A9W) (PUBMED:29198957)	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG3378!!!COG4983	GC_00004831	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
Mannosyltransferase OCH1 or related enzyme (OCH1)	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG3774	GC_00005310	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118)!!!Predicted DNA-binding transcriptional regulator YobV, contains HTH and WYL domains (YobV)	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG0507!!!COG2378	GC_00007474	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
Heme-binding protein HbpS, GlcG/HbpS family (GlcG) (PDB:2A2L) (PUBMED:19244623;25342754)	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG3193	GC_00006850	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase (EntF) (PDB:5ES5)!!!Radical SAM superfamily enzyme YgiQ, UPF0313 family (YgiQ) (PDB:6FD2)!!!ATP-utilizing enzyme, PP-loop superfamily (PDB:6B2O)	0.9679692485253995	0.9998517981840556	1	Ia.3.VI	COG1020!!!COG1032!!!COG1606	GC_00007438	0	0	0	0	0	0	0	0.0213	0	0	0	2	5	4	2	1	7	6	47	8	3	7
Uncharacterized conserved protein YjeT, DUF2065 family (yjeT)	0	1	1	NA	COG3242	GC_00000391	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Xaa-Pro aminopeptidase (PepP) (PDB:1A16)	0	1	1	NA	COG0006	GC_00000099, GC_00000619, GC_00000945, GC_00001180, GC_00001359, GC_00008107	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
DNA anti-recombination protein (rearrangement mutator) RmuC (RmuC)	0	1	1	NA	COG1322	GC_00001036, GC_00002190, GC_00002679, GC_00002844, GC_00004811, GC_00005171, GC_00006237	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K)	0	1	1	NA	COG1381	GC_00000770	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Protease II (PtrB) (PDB:4BP9)	0	1	1	NA	COG1770	GC_00000695	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Pantothenate kinase-related protein Tda10 (topoisomerase I damage affected protein) (Tda10) (PDB:1ODF)	0	1	1	NA	COG4240	GC_00000042	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Acetyl/propionyl-CoA carboxylase, alpha subunit (PccA) (PDB:3U9S)	0	1	1	NA	COG4770	GC_00000319	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Valyl-tRNA synthetase (ValS) (PDB:1GAX)	0	1	1	NA	COG0525	GC_00000644	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Molecular chaperone DnaK (HSP70) (DnaK) (PDB:3I33)	0	1	1	NA	COG0443	GC_00000104, GC_00002207, GC_00003444	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Carbamoylphosphate synthase large subunit (CarB) (PDB:1C30)	0	1	1	NA	COG0458	GC_00000750, GC_00002107, GC_00002544, GC_00004995, GC_00005442, GC_00006940, GC_00007927	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
tRNA(Ile)-lysidine synthase TilS/MesJ (TilS) (PDB:1NI5) (PUBMED:21435031)	0	1	1	NA	COG0037	GC_00000979, GC_00002166, GC_00002249, GC_00003043, GC_00003557, GC_00003616, GC_00003682, GC_00004608, GC_00004680, GC_00004750, GC_00005735, GC_00005966, GC_00006344, GC_00006562, GC_00006966, GC_00007189, GC_00007272, GC_00008152	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH (HisH) (PDB:1OX4)	0	1	1	NA	COG0118	GC_00000784, GC_00003160, GC_00003488, GC_00004485, GC_00004869, GC_00005098, GC_00005238, GC_00005431, GC_00005528, GC_00005632, GC_00005890, GC_00005928, GC_00005959, GC_00006102, GC_00006965, GC_00007034, GC_00007198, GC_00007793, GC_00007966, GC_00008006	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Deoxyhypusine synthase (DYS1) (PDB:1DHS)	0	1	1	NA	COG1899	GC_00000442	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Cytochrome b subunit of the bc complex (QcrB/PetB) (PDB:1VF5)	0	1	1	NA	COG1290	GC_00000268	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Polyprenyltransferase (heme O synthase) (CyoE)	0	1	1	NA	COG0109	GC_00000495	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Fe2+ or Zn2+ uptake regulation protein Fur/Zur (Fur) (PDB:1MZB)	0	1	1	NA	COG0735	GC_00000255, GC_00000262, GC_00001127, GC_00001437	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Threonine synthase (ThrC) (PDB:1VB3)	0	1	1	NA	COG0498	GC_00000779	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Glycine cleavage system protein T (aminomethyltransferase) (GcvT) (PDB:2GAH) (PUBMED:25433025;25505271)!!!Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	0	1	1	NA	COG0404!!!COG0665	GC_00000147, GC_00000469, GC_00001184, GC_00001187	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Glucose-6-phosphate isomerase (Pgi) (PDB:1B0Z)	0	1	1	NA	COG0166	GC_00000681	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Cysteine synthase (CysK) (PDB:1FCJ)	0	1	1	NA	COG0031	GC_00000088	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase) (Pta) (PDB:1QZT) (PUBMED:28754323)	0	1	1	NA	COG0280	GC_00000512	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
O-acetylhomoserine/O-acetylserine sulfhydrylase, pyridoxal phosphate-dependent (MET17) (PDB:2CTZ)	0	1	1	NA	COG2873	GC_00000575, GC_00003400	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
FoF1-type ATP synthase AtpZ/Atp1/AtpQ subunit, putative Ca2+/Mg2+ transporter (AtpZ) (PUBMED:12917488;23123906)	0	1	1	NA	COG5336	GC_00000232	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains (GlmS) (PDB:2J6H)	0	1	1	NA	COG0449	GC_00000769	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Heme/copper-type cytochrome/quinol oxidase, subunit 3 (CyoC) (PDB:1QLE)	0	1	1	NA	COG1845	GC_00000243	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Malonyl CoA-acyl carrier protein transacylase (FabD) (PDB:1YXC)	0	1	1	NA	COG0331	GC_00000746	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Threonyl-tRNA synthetase (ThrS) (PDB:1NYQ)	0	1	1	NA	COG0441	GC_00000089	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Uncharacterized FlgJ-related protein (Bax)	0	1	1	NA	COG2992	GC_00000616	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Chromosomal replication initiation ATPase DnaA (DnaA) (PDB:1L8Q)	0	1	1	NA	COG0593	GC_00000630, GC_00000706	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Acyl carrier protein (AcpP) (PDB:1ACP)	0	1	1	NA	COG0236	GC_00000149, GC_00001895, GC_00003143, GC_00004797, GC_00006077, GC_00007184	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
DNA primase (bacterial type) (DnaG) (PDB:3B39) (PUBMED:28128549)	0	1	1	NA	COG0358	GC_00000051	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	0	1	1	NA	COG0665	GC_00000001, GC_00000078, GC_00000094, GC_00000588, GC_00001016, GC_00001219, GC_00002683, GC_00003355, GC_00005170, GC_00006608, GC_00006780, GC_00007072	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Phosphoglycolate phosphatase, HAD superfamily (Gph) (PDB:2NYV)	0	1	1	NA	COG0546	GC_00000437, GC_00007135, GC_00007800	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Dihydroxyacid dehydratase/phosphogluconate dehydratase (IlvD) (PDB:2GP4)	0	1	1	NA	COG0129	GC_00000338, GC_00001136	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribonuclease HI (RnhA) (PDB:1LAW)	0	1	1	NA	COG0328	GC_00000417	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E)	0	1	1	NA	COG0845	GC_00000370, GC_00001456, GC_00001461, GC_00003912	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribosomal protein L32 (RpmF) (PDB:1VS6) (PUBMED:17114934)	0	1	1	NA	COG0333	GC_00000152	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Transcriptional and/or translational regulatory protein YebC/TACO1 (TACO1) (PDB:1KON)	0	1	1	NA	COG0217	GC_00000494	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
N-acetylglutamate kinase (ArgB) (PDB:3S6G)	0	1	1	NA	COG0548	GC_00000565	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain (TrmL) (PDB:4JAK)	0	1	1	NA	COG0219	GC_00000379	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Hypoxanthine phosphoribosyltransferase (Hpt1) (PDB:2JKZ)	0	1	1	NA	COG2236	GC_00000353, GC_00001909	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Co-chaperonin GroES (HSP10) (GroES)	0	1	1	NA	COG0234	GC_00000241	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain (NlpD) (PDB:2GU1)	0	1	1	NA	COG0739	GC_00000696, GC_00000713, GC_00004476	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family (RidA) (PDB:1J7H) (PUBMED:22094463;32205462)	0	1	1	NA	COG0251	GC_00000791, GC_00002665	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Homoserine dehydrogenase (ThrA) (PDB:5AVO) (PUBMED:29124164)	0	1	1	NA	COG0460	GC_00000741	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family (MutT) (PDB:4V14)	0	1	1	NA	COG0494	GC_00000780, GC_00001744, GC_00003184	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribosomal protein S1 (RpsA) (PDB:4NNH)	0	1	1	NA	COG0539	GC_00000124	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Pyridoxine 5'-phosphate synthase PdxJ (PdxJ) (PDB:1HO1)	0	1	1	NA	COG0854	GC_00000381	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ketol-acid reductoisomerase (IlvC) (PDB:1NP3)	0	1	1	NA	COG0059	GC_00000190, GC_00003846	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Predicted CoA-binding protein (YccU) (PDB:1IUK)	0	1	1	NA	COG1832	GC_00000827, GC_00002848	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Signal peptidase I (LepB) (PDB:1B12) (PUBMED:1925027)	0	1	1	NA	COG0681	GC_00000459	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Formamidopyrimidine-DNA glycosylase (Nei) (PDB:1EE8)	0	1	1	NA	COG0266	GC_00000558	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Threonine/homoserine/homoserine lactone efflux protein (RhtB)	0	1	1	NA	COG1280	GC_00000294, GC_00000935, GC_00001320, GC_00001343, GC_00001674, GC_00002488	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Cytochrome c biogenesis protein CcmF (CcmF)	0	1	1	NA	COG1138	GC_00000669	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Translation elongation factor EF-Tu, a GTPase (TufA) (PDB:1EFU)	0	1	1	NA	COG0050	GC_00000166	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribosomal protein L14 (RplN) (PDB:4V4H)	0	1	1	NA	COG0093	GC_00000153	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW)	0	1	1	NA	COG2226	GC_00000333, GC_00000406, GC_00001159, GC_00001722, GC_00001993, GC_00002201, GC_00002347, GC_00002558, GC_00002672, GC_00002798, GC_00002841, GC_00003137, GC_00003224, GC_00003254, GC_00003311, GC_00003414, GC_00003660, GC_00003878, GC_00003883, GC_00003888, GC_00003914, GC_00003915, GC_00004014, GC_00004081, GC_00004094, GC_00004098, GC_00004208, GC_00004261, GC_00004906, GC_00005287, GC_00005451, GC_00005789, GC_00005806, GC_00005927, GC_00006006, GC_00006109, GC_00006135, GC_00006251, GC_00006772, GC_00006802, GC_00007421, GC_00007829, GC_00007890	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme (YbeY) (PDB:1XM5) (PUBMED:17407324;23543739)	0	1	1	NA	COG0319	GC_00000917, GC_00003439	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Periplasmic serine protease, ClpP class (SppA) (PDB:3BEZ)	0	1	1	NA	COG0616	GC_00000478	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
UTP-glucose-1-phosphate uridylyltransferase (GalU) (PDB:2E3D)	0	1	1	NA	COG1210	GC_00000123	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
ABC-type multidrug transport system, ATPase component (CcmA) (PDB:5DO7)	0	1	1	NA	COG1131	GC_00000378, GC_00000973, GC_00001964	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
ABC-type spermidine/putrescine transport system, permease component I (PotB)	0	1	1	NA	COG1176	GC_00000569	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Biopolymer transport protein ExbB/TolQ (TolQ) (PDB:5SV0)	0	1	1	NA	COG0811	GC_00000472	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Cell division protein ZapA, inhibits GTPase activity of FtsZ (ZapA) (PDB:1T3U)	0	1	1	NA	COG3027	GC_00000396	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
DNA polymerase III sliding clamp (beta) subunit, PCNA homolog (DnaN) (PDB:1JQJ)	0	1	1	NA	COG0592	GC_00000405	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribosomal protein L4 (RplD) (PDB:1VS6)	0	1	1	NA	COG0088	GC_00000075	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Sarcosine oxidase gamma subunit (SoxG)	0	1	1	NA	COG4583	GC_00000454, GC_00000638	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Protein chain release factor RF1 (PrfA) (PDB:1RQ0)	0	1	1	NA	COG0216	GC_00000490	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
DNA polymerase III, gamma/tau subunits (DnaX) (PDB:1A5T)	0	1	1	NA	COG2812	GC_00000576	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component (FcbT1) (PDB:2HZK)	0	1	1	NA	COG4663	GC_00000073, GC_00000813, GC_00001196, GC_00001695, GC_00001937, GC_00002127, GC_00002730	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
TRAP-type mannitol/chloroaromatic compound transport system, small permease component (FcbT2)	0	1	1	NA	COG4665	GC_00000395, GC_00000832, GC_00001195, GC_00001577, GC_00001707, GC_00001970, GC_00002143, GC_00002723	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Delta-aminolevulinic acid dehydratase, porphobilinogen synthase (HemB) (PDB:1I8J)	0	1	1	NA	COG0113	GC_00000795	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
DnaJ-class molecular chaperone with C-terminal Zn finger domain (DnaJ) (PDB:1BQ0)	0	1	1	NA	COG0484	GC_00000133, GC_00000199	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Membrane carboxypeptidase/penicillin-binding protein (MrcA) (PDB:3D0F)	0	1	1	NA	COG5009	GC_00000138	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)	0	1	1	NA	COG1024	GC_00000562, GC_00001800, GC_00002771, GC_00005546, GC_00007702	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Homoaconitase/3-isopropylmalate dehydratase large subunit (LeuC) (PDB:4KP1)	0	1	1	NA	COG0065	GC_00000432	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Uncharacterized conserved protein, DUF1365 family	0	1	1	NA	COG3496	GC_00000095	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Glycine cleavage system protein T (aminomethyltransferase) (GcvT) (PDB:2GAH) (PUBMED:25433025;25505271)!!!NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase (FadH2) (PDB:1VRQ)	0	1	1	NA	COG0404!!!COG0446	GC_00000052, GC_00000514	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)	0	1	1	NA	COG0745	GC_00000272, GC_00000346, GC_00001051, GC_00001148, GC_00001995, GC_00002183, GC_00002454, GC_00002569, GC_00002636, GC_00002965, GC_00003980, GC_00004251, GC_00004533, GC_00005370	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
ABC-type transport system involved in cytochrome c biogenesis, permease component (CcmC)	0	1	1	NA	COG0755	GC_00000278	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Peptide methionine sulfoxide reductase MsrB (MsrB) (PDB:1L1D)	0	1	1	NA	COG0229	GC_00000013	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
mRNA degradation ribonuclease J1/J2 (RnjA) (PDB:3T3N)	0	1	1	NA	COG0595	GC_00000717	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
CMP-2-keto-3-deoxyoctulosonic acid synthetase (KdsB) (PDB:1VH1)	0	1	1	NA	COG1212	GC_00000551, GC_00002418, GC_00002769, GC_00003446, GC_00003721, GC_00004199, GC_00004494, GC_00005493, GC_00006290, GC_00006908, GC_00006925	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Pterin-4a-carbinolamine dehydratase (PhhB) (PDB:1DCH)	0	1	1	NA	COG2154	GC_00000598	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Glucose/arabinose dehydrogenase, beta-propeller fold (YliI) (PDB:1C9U)	0	1	1	NA	COG2133	GC_00000882, GC_00001625, GC_00002034, GC_00002656, GC_00002706, GC_00004551, GC_00005111, GC_00005255, GC_00005630, GC_00005718, GC_00005753, GC_00006387, GC_00006399, GC_00006934, GC_00007837	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribonucleotide reductase beta subunit, ferritin-like domain (NrdB) (PDB:1AV8)	0	1	1	NA	COG0208	GC_00000227	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
16S rRNA U1498 N3-methylase RsmE (RsmE) (PDB:1NXZ)	0	1	1	NA	COG1385	GC_00000748	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Chromosome segregation and condensation protein ScpB (ScpB) (PDB:1T6S)	0	1	1	NA	COG1386	GC_00000399	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribosomal protein L17 (RplQ) (PDB:1GD8)	0	1	1	NA	COG0203	GC_00000334	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
5'-3' exonuclease Xni/ExoIX (flap endonuclease) (ExoIX) (PDB:3ZDA) (PUBMED:19000038;23821668)!!!DNA polymerase I, 3'-5' exonuclease and polymerase domains (PolA) (PDB:1D8Y)	0	1	1	NA	COG0258!!!COG0749	GC_00000720	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Preprotein translocase subunit SecA (ATPase, RNA helicase) (SecA) (PDB:2FSF)	0	1	1	NA	COG0653	GC_00000563	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Phosphoribosyl-AMP cyclohydrolase (HisI1) (PDB:1ZPS)	0	1	1	NA	COG0139	GC_00000266	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
